application_id,customer_id,loan_amount,loan_type,source_channel,current_stage,ask_ailo_used,ocr_documents_scanned,lender_id,offered_rate,inquiry_started_at,ace_prefill_at,neo_matched_at,lender_approved_at,settled_at,mins_to_prefill,mins_to_match
app_2378,app_2378,38519.96,Personal Loan,Synapses API,Settled & Funded,1,1,33.0,9.14,2025-10-01 22:38:02.000000,2025-10-01 22:45:02.000000,2025-10-01 22:52:02.000000,2025-10-03 22:52:02.000000,2025-10-08 22:52:02.000000,7.0,7.0
app_2379,app_2379,126752.96,Business / Equipment,Organic,Project Neo Matched,0,1,41.0,4.76,2025-03-19 06:43:52.000000,2025-03-19 06:47:52.000000,2025-03-19 06:50:52.000000,,,4.0,3.0
app_2380,app_2380,85207.06,Personal Loan,TikTok/Meta Ads,Project Neo Matched,1,1,177.0,8.59,2025-11-13 19:15:54.000000,2025-11-13 19:23:54.000000,2025-11-13 19:36:54.000000,,,8.0,13.0
app_2381,app_2381,119728.16,Home Loan,Organic,Inquiry Started,1,0,,,2025-03-19 21:06:29.000000,,,,,,
app_2382,app_2382,148007.98,Personal Loan,Organic,Project Neo Matched,1,1,60.0,8.43,2025-07-28 23:04:45.000000,2025-07-28 23:11:45.000000,2025-07-28 23:17:45.000000,,,7.0,6.0
app_2383,app_2383,27709.99,Home Loan,Synapses API,Settled & Funded,1,1,170.0,6.17,2025-11-14 13:34:24.000000,2025-11-14 13:35:24.000000,2025-11-14 13:41:24.000000,2025-11-20 13:41:24.000000,2025-11-27 13:41:24.000000,1.0,6.0
app_2384,app_2384,136001.49,Car / Asset Finance,Organic,Lender Approved,0,4,168.0,5.0,2025-09-11 14:22:35.000000,2025-09-11 14:28:35.000000,2025-09-11 14:38:35.000000,2025-09-12 14:38:35.000000,,6.0,10.0
app_2385,app_2385,34466.0,Car / Asset Finance,Organic,Settled & Funded,1,1,238.0,5.9,2025-10-27 09:02:05.000000,2025-10-27 09:04:05.000000,2025-10-27 09:08:05.000000,2025-10-28 09:08:05.000000,2025-10-29 09:08:05.000000,2.0,4.0
app_2386,app_2386,49411.53,Home Loan,TikTok/Meta Ads,Settled & Funded,0,2,90.0,6.91,2025-10-04 15:36:08.000000,2025-10-04 15:38:08.000000,2025-10-04 15:49:08.000000,2025-10-08 15:49:08.000000,2025-10-15 15:49:08.000000,2.0,11.0
app_2387,app_2387,42644.27,Car / Asset Finance,Organic,Inquiry Started,1,0,,,2026-02-07 00:31:40.000000,,,,,,
app_2388,app_2388,118270.97,Car / Asset Finance,Organic,Inquiry Started,0,0,,,2025-05-02 06:41:45.000000,,,,,,
app_2389,app_2389,61552.43,Car / Asset Finance,Mortgage Broker,Project Neo Matched,0,2,171.0,10.63,2026-01-04 08:27:59.000000,2026-01-04 08:35:59.000000,2026-01-04 08:44:59.000000,,,8.0,9.0
app_2390,app_2390,39909.12,Business / Equipment,TikTok/Meta Ads,Settled & Funded,0,3,179.0,9.51,2026-01-04 02:05:25.000000,2026-01-04 02:09:25.000000,2026-01-04 02:22:25.000000,2026-01-08 02:22:25.000000,2026-01-12 02:22:25.000000,4.0,13.0
app_2391,app_2391,93377.82,Car / Asset Finance,Organic,Project Neo Matched,1,3,163.0,11.13,2025-03-22 19:05:00.000000,2025-03-22 19:13:00.000000,2025-03-22 19:23:00.000000,,,8.0,10.0
app_2392,app_2392,101701.63,Car / Asset Finance,TikTok/Meta Ads,Lender Approved,0,3,174.0,9.95,2025-09-26 02:41:05.000000,2025-09-26 02:42:05.000000,2025-09-26 02:57:05.000000,2025-10-09 02:57:05.000000,,1.0,15.0
app_2393,app_2393,139157.93,Business / Equipment,TikTok/Meta Ads,Project Neo Matched,0,2,173.0,9.9,2025-12-27 02:57:28.000000,2025-12-27 02:59:28.000000,2025-12-27 03:01:28.000000,,,2.0,2.0
app_2394,app_2394,94492.92,Personal Loan,Organic,Settled & Funded,0,2,91.0,6.78,2025-07-06 22:09:07.000000,2025-07-06 22:13:07.000000,2025-07-06 22:27:07.000000,2025-07-13 22:27:07.000000,2025-07-16 22:27:07.000000,4.0,14.0
app_2395,app_2395,44975.29,Business / Equipment,TikTok/Meta Ads,Project Neo Matched,0,1,77.0,12.34,2025-08-06 05:54:50.000000,2025-08-06 05:59:50.000000,2025-08-06 06:08:50.000000,,,5.0,9.0
app_2396,app_2396,39283.22,Personal Loan,Organic,Project Neo Matched,1,2,78.0,10.1,2025-11-22 02:54:49.000000,2025-11-22 02:56:49.000000,2025-11-22 03:06:49.000000,,,2.0,10.0
app_2397,app_2397,144451.83,Personal Loan,Synapses API,Project Neo Matched,1,3,202.0,5.71,2025-06-23 05:54:04.000000,2025-06-23 05:55:04.000000,2025-06-23 06:02:04.000000,,,1.0,7.0
app_2398,app_2398,131244.33,Personal Loan,Organic,Inquiry Started,1,0,,,2025-12-26 07:51:22.000000,,,,,,
app_2399,app_2399,31257.02,Business / Equipment,Mortgage Broker,Settled & Funded,0,1,67.0,9.31,2025-08-03 10:46:29.000000,2025-08-03 10:47:29.000000,2025-08-03 10:59:29.000000,2025-08-09 10:59:29.000000,2025-08-16 10:59:29.000000,1.0,12.0
app_2400,app_2400,105382.86,Car / Asset Finance,Synapses API,Project Neo Matched,0,1,268.0,4.81,2025-11-25 00:45:54.000000,2025-11-25 00:51:54.000000,2025-11-25 01:01:54.000000,,,6.0,10.0
app_2401,app_2401,10019.9,Home Loan,Organic,Settled & Funded,1,4,62.0,9.45,2025-12-06 05:47:38.000000,2025-12-06 05:48:38.000000,2025-12-06 06:03:38.000000,2025-12-18 06:03:38.000000,2025-12-19 06:03:38.000000,1.0,15.0
app_2402,app_2402,28287.73,Home Loan,Organic,Settled & Funded,0,4,189.0,7.48,2025-12-20 03:54:43.000000,2025-12-20 03:57:43.000000,2025-12-20 04:01:43.000000,2026-01-01 04:01:43.000000,2026-01-02 04:01:43.000000,3.0,4.0
app_2403,app_2403,21440.75,Business / Equipment,Organic,Lender Approved,0,4,138.0,4.56,2025-06-30 17:57:18.000000,2025-06-30 18:04:18.000000,2025-06-30 18:10:18.000000,2025-07-02 18:10:18.000000,,7.0,6.0
app_2404,app_2404,21258.96,Car / Asset Finance,Organic,Inquiry Started,0,0,,,2025-06-09 05:45:18.000000,,,,,,
app_2405,app_2405,114475.33,Business / Equipment,Organic,Project Neo Matched,0,2,121.0,10.92,2025-11-03 20:36:43.000000,2025-11-03 20:39:43.000000,2025-11-03 20:45:43.000000,,,3.0,6.0
app_2406,app_2406,86853.97,Car / Asset Finance,TikTok/Meta Ads,Settled & Funded,0,3,29.0,12.01,2025-10-10 15:36:32.000000,2025-10-10 15:42:32.000000,2025-10-10 15:46:32.000000,2025-10-13 15:46:32.000000,2025-10-14 15:46:32.000000,6.0,4.0
app_2407,app_2407,95795.36,Home Loan,Organic,Project Neo Matched,1,3,80.0,11.64,2025-12-18 08:36:43.000000,2025-12-18 08:37:43.000000,2025-12-18 08:42:43.000000,,,1.0,5.0
app_2408,app_2408,46265.23,Car / Asset Finance,Synapses API,Settled & Funded,0,1,178.0,12.29,2025-08-15 10:14:09.000000,2025-08-15 10:22:09.000000,2025-08-15 10:33:09.000000,2025-08-27 10:33:09.000000,2025-09-03 10:33:09.000000,8.0,11.0
app_2409,app_2409,58389.46,Business / Equipment,Organic,Settled & Funded,0,4,211.0,7.94,2025-05-04 19:46:57.000000,2025-05-04 19:53:57.000000,2025-05-04 19:59:57.000000,2025-05-17 19:59:57.000000,2025-05-19 19:59:57.000000,7.0,6.0
app_2410,app_2410,109725.25,Car / Asset Finance,Organic,Project Neo Matched,1,4,29.0,7.17,2026-01-07 22:09:40.000000,2026-01-07 22:10:40.000000,2026-01-07 22:15:40.000000,,,1.0,5.0
app_2411,app_2411,8382.31,Car / Asset Finance,Organic,Project Neo Matched,0,2,198.0,10.33,2025-06-18 17:02:51.000000,2025-06-18 17:08:51.000000,2025-06-18 17:19:51.000000,,,6.0,11.0
app_2412,app_2412,62165.44,Car / Asset Finance,TikTok/Meta Ads,Settled & Funded,1,1,74.0,12.09,2025-06-26 00:25:35.000000,2025-06-26 00:34:35.000000,2025-06-26 00:38:35.000000,2025-07-09 00:38:35.000000,2025-07-11 00:38:35.000000,9.0,4.0
app_2413,app_2413,28278.36,Home Loan,Synapses API,Inquiry Started,0,0,,,2025-06-30 10:49:55.000000,,,,,,
app_2414,app_2414,40278.98,Business / Equipment,Synapses API,Settled & Funded,0,2,140.0,5.91,2025-09-19 15:47:17.000000,2025-09-19 15:54:17.000000,2025-09-19 16:05:17.000000,2025-10-03 16:05:17.000000,2025-10-10 16:05:17.000000,7.0,11.0
app_2415,app_2415,67153.46,Car / Asset Finance,Synapses API,Settled & Funded,0,4,160.0,8.48,2025-04-22 22:01:43.000000,2025-04-22 22:02:43.000000,2025-04-22 22:09:43.000000,2025-05-01 22:09:43.000000,2025-05-06 22:09:43.000000,1.0,7.0
app_2416,app_2416,143226.2,Business / Equipment,Organic,Project Neo Matched,0,4,243.0,7.38,2025-10-26 19:03:41.000000,2025-10-26 19:12:41.000000,2025-10-26 19:14:41.000000,,,9.0,2.0
app_2417,app_2417,6786.51,Business / Equipment,Synapses API,Settled & Funded,0,4,146.0,10.41,2025-10-28 14:49:18.000000,2025-10-28 14:56:18.000000,2025-10-28 14:57:18.000000,2025-11-03 14:57:18.000000,2025-11-09 14:57:18.000000,7.0,1.0
app_2418,app_2418,27492.01,Personal Loan,Synapses API,Inquiry Started,0,0,,,2025-04-28 03:59:47.000000,,,,,,
app_2419,app_2419,81445.06,Home Loan,TikTok/Meta Ads,Project Neo Matched,0,3,47.0,5.95,2025-05-14 08:45:29.000000,2025-05-14 08:52:29.000000,2025-05-14 09:01:29.000000,,,7.0,9.0
app_2420,app_2420,17726.3,Business / Equipment,Organic,Settled & Funded,1,3,5.0,5.21,2025-09-11 20:21:42.000000,2025-09-11 20:31:42.000000,2025-09-11 20:37:42.000000,2025-09-17 20:37:42.000000,2025-09-18 20:37:42.000000,10.0,6.0
app_2421,app_2421,117951.18,Business / Equipment,Mortgage Broker,Project Neo Matched,0,1,41.0,9.47,2025-05-23 01:48:25.000000,2025-05-23 01:49:25.000000,2025-05-23 01:58:25.000000,,,1.0,9.0
app_2422,app_2422,124072.66,Business / Equipment,Mortgage Broker,Settled & Funded,0,2,185.0,12.11,2026-03-10 02:51:50.000000,2026-03-10 02:59:50.000000,2026-03-10 03:07:50.000000,2026-03-24 03:07:50.000000,2026-03-31 03:07:50.000000,8.0,8.0
app_2423,app_2423,88148.79,Home Loan,Synapses API,Project Neo Matched,0,2,123.0,11.19,2025-09-05 15:58:11.000000,2025-09-05 16:00:11.000000,2025-09-05 16:14:11.000000,,,2.0,14.0
app_2424,app_2424,79809.44,Car / Asset Finance,Organic,Settled & Funded,0,1,14.0,11.22,2025-08-02 06:33:24.000000,2025-08-02 06:39:24.000000,2025-08-02 06:48:24.000000,2025-08-10 06:48:24.000000,2025-08-11 06:48:24.000000,6.0,9.0
app_2425,app_2425,47132.97,Car / Asset Finance,Organic,Project Neo Matched,0,4,211.0,5.08,2025-04-23 11:52:14.000000,2025-04-23 12:00:14.000000,2025-04-23 12:01:14.000000,,,8.0,1.0
app_2426,app_2426,65037.48,Personal Loan,Synapses API,Settled & Funded,0,1,122.0,4.66,2025-04-06 13:31:33.000000,2025-04-06 13:35:33.000000,2025-04-06 13:44:33.000000,2025-04-08 13:44:33.000000,2025-04-11 13:44:33.000000,4.0,9.0
app_2427,app_2427,67476.51,Car / Asset Finance,Organic,Inquiry Started,1,0,,,2025-10-15 18:20:18.000000,,,,,,
app_2428,app_2428,43577.77,Home Loan,Organic,Lender Approved,0,4,173.0,9.48,2025-07-27 14:52:31.000000,2025-07-27 15:02:31.000000,2025-07-27 15:14:31.000000,2025-08-03 15:14:31.000000,,10.0,12.0
app_2429,app_2429,90138.67,Personal Loan,Synapses API,Inquiry Started,0,0,,,2026-01-12 11:56:51.000000,,,,,,
app_2430,app_2430,6379.3,Home Loan,TikTok/Meta Ads,Settled & Funded,1,1,193.0,5.53,2025-10-19 06:24:49.000000,2025-10-19 06:25:49.000000,2025-10-19 06:31:49.000000,2025-10-24 06:31:49.000000,2025-10-25 06:31:49.000000,1.0,6.0
app_2431,app_2431,125326.9,Business / Equipment,Mortgage Broker,Project Neo Matched,0,4,247.0,6.47,2025-05-12 09:36:55.000000,2025-05-12 09:39:55.000000,2025-05-12 09:42:55.000000,,,3.0,3.0
app_2432,app_2432,9766.52,Business / Equipment,Synapses API,Project Neo Matched,1,1,47.0,11.2,2025-10-13 13:30:44.000000,2025-10-13 13:37:44.000000,2025-10-13 13:42:44.000000,,,7.0,5.0
app_2433,app_2433,69877.75,Business / Equipment,Mortgage Broker,Settled & Funded,1,2,202.0,10.26,2025-08-30 04:42:04.000000,2025-08-30 04:50:04.000000,2025-08-30 04:51:04.000000,2025-08-31 04:51:04.000000,2025-09-03 04:51:04.000000,8.0,1.0
app_2434,app_2434,43130.62,Home Loan,Organic,Settled & Funded,1,2,268.0,4.94,2025-09-24 19:51:36.000000,2025-09-24 19:58:36.000000,2025-09-24 20:02:36.000000,2025-10-05 20:02:36.000000,2025-10-07 20:02:36.000000,7.0,4.0
app_2435,app_2435,40774.91,Car / Asset Finance,Organic,Settled & Funded,0,1,239.0,7.25,2025-08-23 10:14:26.000000,2025-08-23 10:15:26.000000,2025-08-23 10:27:26.000000,2025-08-27 10:27:26.000000,2025-09-01 10:27:26.000000,1.0,12.0
app_2436,app_2436,34407.79,Car / Asset Finance,Organic,Project Neo Matched,0,4,77.0,4.96,2025-07-21 01:42:00.000000,2025-07-21 01:50:00.000000,2025-07-21 01:56:00.000000,,,8.0,6.0
app_2437,app_2437,27554.27,Home Loan,Synapses API,Project Neo Matched,1,4,147.0,9.82,2025-09-03 15:36:38.000000,2025-09-03 15:46:38.000000,2025-09-03 16:01:38.000000,,,10.0,15.0
app_2438,app_2438,149266.39,Car / Asset Finance,Organic,Settled & Funded,0,2,87.0,11.74,2025-07-28 00:51:10.000000,2025-07-28 01:00:10.000000,2025-07-28 01:03:10.000000,2025-08-11 01:03:10.000000,2025-08-12 01:03:10.000000,9.0,3.0
app_2439,app_2439,11278.07,Business / Equipment,TikTok/Meta Ads,Settled & Funded,0,4,214.0,11.3,2025-05-16 12:53:03.000000,2025-05-16 13:02:03.000000,2025-05-16 13:14:03.000000,2025-05-25 13:14:03.000000,2025-05-27 13:14:03.000000,9.0,12.0
app_2440,app_2440,132559.13,Home Loan,Organic,Settled & Funded,0,2,269.0,5.64,2025-09-30 05:39:03.000000,2025-09-30 05:48:03.000000,2025-09-30 05:49:03.000000,2025-10-07 05:49:03.000000,2025-10-11 05:49:03.000000,9.0,1.0
app_2441,app_2441,126811.73,Business / Equipment,Synapses API,Inquiry Started,1,0,,,2025-10-07 14:45:22.000000,,,,,,
app_2442,app_2442,82543.9,Personal Loan,TikTok/Meta Ads,Project Neo Matched,1,4,12.0,11.29,2025-06-10 18:19:23.000000,2025-06-10 18:24:23.000000,2025-06-10 18:32:23.000000,,,5.0,8.0
app_2443,app_2443,139009.78,Home Loan,Organic,Lender Approved,1,3,77.0,8.4,2025-04-13 07:24:31.000000,2025-04-13 07:33:31.000000,2025-04-13 07:46:31.000000,2025-04-17 07:46:31.000000,,9.0,13.0
app_2444,app_2444,48866.15,Car / Asset Finance,Organic,Project Neo Matched,1,2,101.0,12.3,2025-10-25 10:21:08.000000,2025-10-25 10:29:08.000000,2025-10-25 10:44:08.000000,,,8.0,15.0
app_2445,app_2445,15029.09,Home Loan,Synapses API,Project Neo Matched,0,1,240.0,12.23,2025-03-31 14:29:39.000000,2025-03-31 14:31:39.000000,2025-03-31 14:36:39.000000,,,2.0,5.0
app_2446,app_2446,70794.9,Car / Asset Finance,Synapses API,Project Neo Matched,0,2,66.0,8.18,2025-09-16 06:37:47.000000,2025-09-16 06:42:47.000000,2025-09-16 06:52:47.000000,,,5.0,10.0
app_2447,app_2447,9016.43,Personal Loan,Organic,Settled & Funded,1,1,183.0,8.08,2025-04-21 09:06:50.000000,2025-04-21 09:10:50.000000,2025-04-21 09:14:50.000000,2025-04-28 09:14:50.000000,2025-04-30 09:14:50.000000,4.0,4.0
app_2448,app_2448,93786.66,Business / Equipment,Synapses API,Inquiry Started,0,0,,,2026-03-11 13:45:13.000000,,,,,,
app_2449,app_2449,83902.6,Car / Asset Finance,Organic,Inquiry Started,1,0,,,2025-06-05 00:05:35.000000,,,,,,
app_2450,app_2450,64455.26,Car / Asset Finance,Organic,Project Neo Matched,0,1,132.0,9.18,2025-03-29 15:12:55.000000,2025-03-29 15:15:55.000000,2025-03-29 15:30:55.000000,,,3.0,15.0
app_2451,app_2451,136171.09,Personal Loan,Organic,Settled & Funded,0,3,178.0,5.44,2025-04-21 02:30:14.000000,2025-04-21 02:36:14.000000,2025-04-21 02:45:14.000000,2025-05-02 02:45:14.000000,2025-05-07 02:45:14.000000,6.0,9.0
app_2452,app_2452,125442.53,Business / Equipment,Synapses API,Settled & Funded,1,3,204.0,12.4,2025-12-14 08:34:05.000000,2025-12-14 08:36:05.000000,2025-12-14 08:43:05.000000,2025-12-19 08:43:05.000000,2025-12-25 08:43:05.000000,2.0,7.0
app_2453,app_2453,47628.26,Personal Loan,Mortgage Broker,Settled & Funded,0,4,267.0,11.76,2025-07-28 17:14:40.000000,2025-07-28 17:18:40.000000,2025-07-28 17:30:40.000000,2025-07-31 17:30:40.000000,2025-08-02 17:30:40.000000,4.0,12.0
app_2454,app_2454,121884.76,Home Loan,Synapses API,Settled & Funded,0,2,47.0,11.13,2025-08-24 14:45:00.000000,2025-08-24 14:46:00.000000,2025-08-24 15:01:00.000000,2025-08-31 15:01:00.000000,2025-09-01 15:01:00.000000,1.0,15.0
app_2455,app_2455,74472.65,Business / Equipment,Synapses API,Settled & Funded,0,4,67.0,11.03,2025-11-17 00:25:56.000000,2025-11-17 00:29:56.000000,2025-11-17 00:31:56.000000,2025-11-24 00:31:56.000000,2025-11-25 00:31:56.000000,4.0,2.0
app_2456,app_2456,16010.76,Home Loan,Synapses API,Inquiry Started,0,0,,,2025-05-14 02:36:28.000000,,,,,,
app_2457,app_2457,36645.8,Personal Loan,TikTok/Meta Ads,Inquiry Started,0,0,,,2026-02-10 12:51:41.000000,,,,,,
app_2458,app_2458,80591.76,Home Loan,Synapses API,Project Neo Matched,1,3,22.0,8.98,2025-10-25 15:19:51.000000,2025-10-25 15:25:51.000000,2025-10-25 15:33:51.000000,,,6.0,8.0
app_2459,app_2459,40212.02,Personal Loan,Synapses API,Settled & Funded,0,3,128.0,9.67,2026-02-25 11:05:47.000000,2026-02-25 11:06:47.000000,2026-02-25 11:07:47.000000,2026-03-08 11:07:47.000000,2026-03-15 11:07:47.000000,1.0,1.0
app_2460,app_2460,82609.2,Personal Loan,Synapses API,Settled & Funded,0,4,42.0,6.55,2025-05-31 12:02:08.000000,2025-05-31 12:12:08.000000,2025-05-31 12:15:08.000000,2025-06-02 12:15:08.000000,2025-06-05 12:15:08.000000,10.0,3.0
app_2461,app_2461,44684.39,Home Loan,Organic,Project Neo Matched,0,3,128.0,7.48,2025-09-06 11:35:59.000000,2025-09-06 11:44:59.000000,2025-09-06 11:47:59.000000,,,9.0,3.0
app_2462,app_2462,50896.62,Car / Asset Finance,Organic,Inquiry Started,1,0,,,2025-05-12 18:26:38.000000,,,,,,
app_2463,app_2463,145716.12,Car / Asset Finance,TikTok/Meta Ads,Settled & Funded,0,1,181.0,9.04,2025-03-29 03:04:17.000000,2025-03-29 03:09:17.000000,2025-03-29 03:18:17.000000,2025-04-09 03:18:17.000000,2025-04-15 03:18:17.000000,5.0,9.0
app_2464,app_2464,82683.4,Home Loan,TikTok/Meta Ads,Settled & Funded,1,1,142.0,11.36,2025-09-09 15:08:07.000000,2025-09-09 15:16:07.000000,2025-09-09 15:29:07.000000,2025-09-15 15:29:07.000000,2025-09-16 15:29:07.000000,8.0,13.0
app_2465,app_2465,55771.24,Personal Loan,Organic,Project Neo Matched,0,3,217.0,5.72,2025-06-25 01:09:48.000000,2025-06-25 01:14:48.000000,2025-06-25 01:25:48.000000,,,5.0,11.0
app_2466,app_2466,43157.95,Personal Loan,Organic,Settled & Funded,0,3,27.0,7.42,2025-08-29 19:38:03.000000,2025-08-29 19:46:03.000000,2025-08-29 19:49:03.000000,2025-09-07 19:49:03.000000,2025-09-10 19:49:03.000000,8.0,3.0
app_2467,app_2467,37256.13,Car / Asset Finance,Organic,Lender Approved,0,3,71.0,11.82,2025-11-08 19:13:02.000000,2025-11-08 19:22:02.000000,2025-11-08 19:35:02.000000,2025-11-16 19:35:02.000000,,9.0,13.0
app_2468,app_2468,108319.91,Personal Loan,Mortgage Broker,Inquiry Started,0,0,,,2025-11-09 07:38:09.000000,,,,,,
app_2469,app_2469,109132.22,Home Loan,Mortgage Broker,Settled & Funded,0,3,134.0,12.02,2026-01-04 14:56:44.000000,2026-01-04 15:06:44.000000,2026-01-04 15:15:44.000000,2026-01-11 15:15:44.000000,2026-01-16 15:15:44.000000,10.0,9.0
app_2470,app_2470,124661.19,Car / Asset Finance,Organic,Project Neo Matched,1,3,258.0,5.57,2025-11-15 00:02:13.000000,2025-11-15 00:07:13.000000,2025-11-15 00:13:13.000000,,,5.0,6.0
app_2471,app_2471,104993.31,Home Loan,Organic,Settled & Funded,1,1,107.0,10.0,2025-06-20 10:18:54.000000,2025-06-20 10:24:54.000000,2025-06-20 10:30:54.000000,2025-07-04 10:30:54.000000,2025-07-10 10:30:54.000000,6.0,6.0
app_2472,app_2472,33738.48,Home Loan,Mortgage Broker,Project Neo Matched,1,3,242.0,5.23,2025-09-07 19:17:12.000000,2025-09-07 19:26:12.000000,2025-09-07 19:37:12.000000,,,9.0,11.0
app_2473,app_2473,136213.57,Business / Equipment,Organic,Inquiry Started,1,0,,,2025-06-13 21:34:17.000000,,,,,,
app_2474,app_2474,59091.56,Personal Loan,TikTok/Meta Ads,Settled & Funded,0,3,126.0,12.33,2025-11-11 19:47:35.000000,2025-11-11 19:52:35.000000,2025-11-11 19:56:35.000000,2025-11-18 19:56:35.000000,2025-11-22 19:56:35.000000,5.0,4.0
app_2475,app_2475,86725.65,Car / Asset Finance,Synapses API,Settled & Funded,0,2,189.0,8.28,2025-05-19 16:22:39.000000,2025-05-19 16:32:39.000000,2025-05-19 16:44:39.000000,2025-05-23 16:44:39.000000,2025-05-28 16:44:39.000000,10.0,12.0
app_2476,app_2476,52096.78,Car / Asset Finance,Synapses API,Lender Approved,1,2,119.0,11.35,2025-12-15 12:56:50.000000,2025-12-15 12:59:50.000000,2025-12-15 13:08:50.000000,2025-12-28 13:08:50.000000,,3.0,9.0
app_2477,app_2477,114344.78,Car / Asset Finance,Organic,Inquiry Started,0,0,,,2025-12-27 19:53:58.000000,,,,,,
app_2478,app_2478,84796.5,Car / Asset Finance,Synapses API,Project Neo Matched,0,2,198.0,7.43,2026-01-13 18:44:04.000000,2026-01-13 18:53:04.000000,2026-01-13 19:04:04.000000,,,9.0,11.0
app_2479,app_2479,90136.28,Personal Loan,Organic,Inquiry Started,1,0,,,2025-07-23 12:05:15.000000,,,,,,
app_2480,app_2480,82906.97,Home Loan,Organic,Project Neo Matched,0,2,102.0,4.73,2025-05-23 20:17:47.000000,2025-05-23 20:23:47.000000,2025-05-23 20:32:47.000000,,,6.0,9.0
app_2481,app_2481,28333.72,Business / Equipment,TikTok/Meta Ads,Settled & Funded,1,4,4.0,11.21,2025-10-01 04:28:49.000000,2025-10-01 04:32:49.000000,2025-10-01 04:38:49.000000,2025-10-04 04:38:49.000000,2025-10-08 04:38:49.000000,4.0,6.0
app_2482,app_2482,133778.41,Car / Asset Finance,TikTok/Meta Ads,Settled & Funded,0,3,253.0,6.3,2026-01-06 17:21:20.000000,2026-01-06 17:27:20.000000,2026-01-06 17:39:20.000000,2026-01-18 17:39:20.000000,2026-01-23 17:39:20.000000,6.0,12.0
app_2483,app_2483,61869.53,Personal Loan,Synapses API,Project Neo Matched,1,1,123.0,10.59,2025-12-22 04:14:01.000000,2025-12-22 04:15:01.000000,2025-12-22 04:29:01.000000,,,1.0,14.0
app_2484,app_2484,28672.65,Car / Asset Finance,Synapses API,Project Neo Matched,0,3,110.0,6.56,2025-08-03 07:06:42.000000,2025-08-03 07:11:42.000000,2025-08-03 07:24:42.000000,,,5.0,13.0
app_2485,app_2485,88588.91,Home Loan,Mortgage Broker,Inquiry Started,1,0,,,2025-11-16 12:57:02.000000,,,,,,
app_2486,app_2486,17908.38,Car / Asset Finance,TikTok/Meta Ads,Inquiry Started,1,0,,,2026-02-01 07:54:32.000000,,,,,,
app_2487,app_2487,92873.18,Car / Asset Finance,Organic,Project Neo Matched,1,1,75.0,10.57,2025-10-18 06:29:51.000000,2025-10-18 06:39:51.000000,2025-10-18 06:47:51.000000,,,10.0,8.0
app_2488,app_2488,110358.03,Home Loan,Organic,Project Neo Matched,1,4,88.0,7.14,2026-01-12 10:11:16.000000,2026-01-12 10:18:16.000000,2026-01-12 10:21:16.000000,,,7.0,3.0
app_2489,app_2489,109654.7,Car / Asset Finance,Organic,Settled & Funded,1,1,250.0,11.23,2026-01-22 08:02:21.000000,2026-01-22 08:05:21.000000,2026-01-22 08:15:21.000000,2026-01-28 08:15:21.000000,2026-01-29 08:15:21.000000,3.0,10.0
app_2490,app_2490,119356.91,Home Loan,Organic,Settled & Funded,1,4,220.0,6.89,2026-01-08 11:54:14.000000,2026-01-08 12:02:14.000000,2026-01-08 12:05:14.000000,2026-01-17 12:05:14.000000,2026-01-21 12:05:14.000000,8.0,3.0
app_2491,app_2491,22326.47,Business / Equipment,Organic,Settled & Funded,1,4,103.0,8.37,2025-12-07 04:35:14.000000,2025-12-07 04:36:14.000000,2025-12-07 04:42:14.000000,2025-12-14 04:42:14.000000,2025-12-21 04:42:14.000000,1.0,6.0
app_2492,app_2492,33913.31,Personal Loan,Mortgage Broker,Settled & Funded,0,1,86.0,8.88,2025-12-11 08:37:37.000000,2025-12-11 08:44:37.000000,2025-12-11 08:57:37.000000,2025-12-17 08:57:37.000000,2025-12-23 08:57:37.000000,7.0,13.0
app_2493,app_2493,40722.34,Personal Loan,Organic,Inquiry Started,0,0,,,2025-11-05 19:45:07.000000,,,,,,
app_2494,app_2494,25871.5,Car / Asset Finance,Organic,Project Neo Matched,0,2,18.0,9.0,2025-04-19 17:10:22.000000,2025-04-19 17:12:22.000000,2025-04-19 17:19:22.000000,,,2.0,7.0
app_2495,app_2495,52772.01,Business / Equipment,TikTok/Meta Ads,Settled & Funded,0,1,84.0,7.77,2025-10-25 11:22:18.000000,2025-10-25 11:27:18.000000,2025-10-25 11:33:18.000000,2025-11-05 11:33:18.000000,2025-11-08 11:33:18.000000,5.0,6.0
app_2496,app_2496,109395.33,Car / Asset Finance,Organic,Project Neo Matched,1,3,159.0,10.73,2025-03-25 17:20:57.000000,2025-03-25 17:26:57.000000,2025-03-25 17:27:57.000000,,,6.0,1.0
app_2497,app_2497,21006.95,Personal Loan,Synapses API,Settled & Funded,0,4,10.0,5.9,2025-09-17 18:03:35.000000,2025-09-17 18:12:35.000000,2025-09-17 18:14:35.000000,2025-09-24 18:14:35.000000,2025-09-29 18:14:35.000000,9.0,2.0
app_2498,app_2498,23853.02,Home Loan,Synapses API,Project Neo Matched,1,1,211.0,8.42,2026-03-16 21:57:35.000000,2026-03-16 22:03:35.000000,2026-03-16 22:12:35.000000,,,6.0,9.0
app_2499,app_2499,124516.84,Business / Equipment,Organic,Project Neo Matched,1,1,169.0,7.07,2025-04-15 00:35:04.000000,2025-04-15 00:39:04.000000,2025-04-15 00:42:04.000000,,,4.0,3.0
